gene_id	gene_name	CONTROL1_REP1	CONTROL1_REP2	TREATMENT1_REP1	TREATMENT1_REP2	TREATMENT2_REP1	TREATMENT2_REP2
AT2G31141	AT2G31141	64	116.998	10.999	73.998	23.998	34.999
AT2G31150	AT2G31150	239	647.002	116.001	433.002	267.002	296.001
AT2G31160	LSH3	33	74	23	99	53	43
AT2G31170	SYCO ARATH	362	1270	369	1505	543	576
AT2G31180	ATMYB14	2	0	0	1	0	0
AT2G31190	RUS2	177	533	157	686	224	260
AT2G31200	ADF6	379	1163	588	2547	542	514
AT2G31210	BHLH91	1	0	1	5	0	1
AT2G31215	AT2G31215	0	0	0	0	0	0
AT2G31218	AT2G31218	0	0	0	0	0	0
AT2G31220	BHLH10	8	12	4	9	8	8
AT2G31230	ERF15	70	288	7	45	81	75
AT2G31240	AT2G31240	63	316	115	504	189	177
AT2G31250	HEMA3	7	24	2	11	20	16
AT2G31260	APG9	184	701	256	1081	292	316
AT2G31270	CDT1A	64	186	6	31	131	141
AT2G31271	AT2G31271	0	0	0	0	0	0
AT2G31280	BHLH155	151	615	96	390	329	327
AT2G31290	AT2G31290	51	174	5	38	87	88
AT2G31300	ARPC1B	80.638	272.329	45.404	152.457	122.261	126.864
AT2G31305	INH3	78	173	37	171	79	85
AT2G31310	LBD14	0	0	1	4	0	0
AT2G31320	PARP1	71	210	36	165	143	175
AT2G31335	AT2G31335	0	0	0	1	0	1
AT2G31340	emb1381	84	257	32	110	133	150
AT2G31345	AT2G31345	0	0	0	0	0	0
AT2G31350	GLX2-5	322	792	627	2638	292	372
AT2G31360	ADS2	2343	8166	1079	4851	3035	3144
AT2G31370	POSF21	378	1202	524	2414	556	555
AT2G31380	BBX25	196	787	64	314	322	366
AT2G31390	AT2G31390	308	801	98	321	397	388
AT2G31400	GUN1	1667	8121	1558	6983	3829	3975
AT2G31410	AT2G31410	281	1009	698	3021	557	621
AT2G31420	AT2G31420	0	0	0	2	1	1
AT2G31425	AT2G31425	0	0	0	0	3	0
AT2G31430	AT2G31430	0	0	0	0	0	0
AT2G31432	AT2G31432	0	0	0	0	0	0
AT2G31440	AT2G31440	122	565	281	1099	253	248
AT2G31450	NTH1	80	280	18	66	140	141
AT2G31460	AT2G31460	0	0	0	0	0	0
AT2G31470	DOR	0	0	0	0	0	0
AT2G31480	AT2G31480	0	0	0	0	0	1
AT2G31490	AT2G31490	1003	1966	993	4635	754	839
AT2G31500	CPK24	0	1	0	0	0	1
AT2G31510	ARI7	504.999	1666	526	2105	707	762
AT2G31520	AT2G31520	0	0	1	0	0	0
AT2G31530	SCY2	163	594	254	977	276	319
AT2G31540	AT2G31540	1	1	1	3	0	1
AT2G31550	AT2G31550	1	5	3	9	0	1
AT2G31560	AT2G31560	174	768	261	1188	268	275
AT2G31570	GPX2	1128	2435	685	3047	937	1018
AT2G31580	THG1	120	312	84	346	140	136
AT2G31585	AT2G31585	45	185.167	34	140	41	52.139
AT2G31590	AT2G31590	0	0	6	12	0	1
AT2G31600	AT2G31600	23	59	65	263	36	53
AT2G31610	RPS3A	1372.418	4201	3785	16449.946	2433.427	2684
AT2G31620	CRRSP10	0	0	0	0	0	0
AT2G31625	AT2G31625	0	0	0	0	0	0
AT2G31650	ATX1	72	249	92	394	143.048	153
AT2G31660	SAD2	412	1811	831	3525	1004	1022
AT2G31670	AT2G31670	453	1620	707	2900	743	752
AT2G31680	RABA5D	124	387	156	642	134	147
AT2G31690	AT2G31690	1	0	0	0	0	0
AT2G31700	AT2G31700	0	0	0	0	0	0
AT2G31710	AT2G31710	164	226	77	340	135	159
AT2G31720	ARF70	0	0	2	5	0	0
AT2G31725	AT2G31725	58	124	81	344	72	100
AT2G31730	AT2G31730	40	135	115	457	78	112
AT2G31740	AT2G31740	186	608	163	705	333	347
AT2G31750	UGT74D1	138.16	666.401	45.306	165.844	317.48	359.141
AT2G31751	AT2G31751	10.84	44.599	12.694	43.156	9.52	9.859
AT2G31760	ARI10	0	0	0	0	0	0
AT2G31770	ARI9	0	0	0	0	0	0
AT2G31780	ATARI11	0	0	0	1	0	0
AT2G31790	UGT74C1	843	4119	397	1805	1488	1548
AT2G31800	AT2G31800	739	2367	248	1049	956	1035
AT2G31810	AT2G31810	467	1770	609	2730	921	972
AT2G31820	AT2G31820	241	1031	502	1980	478	534
AT2G31830	5PTASE14	25	89	41	270	48	46
AT2G31840	AT2G31840	373	1327	497	2171	519	560
AT2G31850	AT2G31850	0	0	0	1	0	0
AT2G31860	AT2G31860	0	0	0	0	0	0
AT2G31862	AT2G31862	0	0	0	0	0	0
AT2G31865	PARG2	57	213	84	308	74	84
AT2G31870	PARG1	64	272	38	150	120	116
AT2G31880	SOBIR1	914.89	4245.397	274.772	1079.113	1333.429	1377.793
AT2G31890	ATRAP	351.11	1475.603	1573.228	6432.887	620.571	673.207
AT2G31900	XI-F	65.025	160.045	15.756	70.599	101.192	93.256
AT2G31902	AT2G31902	38.975	101.955	7.244	55.401	32.808	48.744
AT2G31910	CHX21	3	3	0	2	0	2
AT2G31920	AT2G31920	0	0	1	6	1	0
AT2G31930	AT2G31930	0	0	0	0	0	0
AT2G31940	AT2G31940	3	2	1	0	5	5
AT2G31945	AT2G31945	8	23	1	1	13	16
AT2G31953	LCR76	0	0	0	1	0	0
AT2G31955	CNX2	143	497	72.999	381	239	265
AT2G31957	LCR75	0	0	0	0	0	0
AT2G31960	CALS2	524	2835	755	3004	1365	1382
AT2G31970	RAD50	184	711	298	1313	358	409
AT2G31980	CYS2	6	18	12	52	7	13
AT2G31981	AT2G31981	0	0	0	0	0	0
AT2G31985	AT2G31985	0	0	0	3	0	0
AT2G31990	AT2G31990	19	66	9	23	28	33
AT2G32000	AT2G32000	126	559	161	689	256	306
AT2G32010	CVL1	182	813	53	261	227	249
AT2G32020	AT2G32020	3	10	3	4	5	8
AT2G32030	AT2G32030	19	82	0	2	28	26
AT2G32040	AT2G32040	296	1217	314	1143	498	452
AT2G32050	AT2G32050	0	0	1	3	0	0
AT2G32060	RPS12C	1537	2699	1619	6763	1891	2022
AT2G32070	CAF1-7	247	783	451	1962	404	381
AT2G32080	PURA1	712	2629	619	2757	849	876
AT2G32090	AT2G32090	313	1081	241	1002	398	380
AT2G32100	OFP16	89	583	8	32	201	205
AT2G32110	AT2G32110	0	0	0	0	0	0
AT2G32120	HSP70-8	26	84	11458	47344	93	87
AT2G32130	AT2G32130	1	2	0	8	1	1
AT2G32140	AT2G32140	16	56	7	50	26	32
AT2G32150	AT2G32150	227	789	56	200	334	354
AT2G32160	AT2G32160	513	1992	96	421	737	761
AT2G32170	AT2G32170	317	1053	312	1368	535	497
AT2G32179	AT2G32179	69.466	132.119	23.703	149.478	48.785	48.296
AT2G32180	PTAC18	473.984	787.397	254.071	1195.307	352.073	388.283
AT2G32190	AT2G32190	8	34	12	50	17	19
AT2G32200	AT2G32200	10	22	2	2	13	17
AT2G32210	AT2G32210	14	46	10	43	28	30
AT2G32220	RPL27A	45	132	1	24	78	87
AT2G32230	PRORP1	742	2755	619	2562	1393	1581
AT2G32235	AT2G32235	39.641	70.891	36.972	148.027	33.488	36.128
AT2G32240	AT2G32240	716.359	3493.109	310.028	1337.973	1523.512	1580.872
AT2G32250	FRS2	89	355	29	153	179	203
AT2G32260	CCT1	279	1017	438	1926	395	483
AT2G32270	ZIP3	0	12	0	5	6	8
AT2G32273	MIR417	0	0	0	0	0	0
AT2G32275	AT2G32275	0	0	0	0	0	0
AT2G32280	AT2G32280	30	63	2	7	70	48
AT2G32290	BAM6	174	705	29	104	189	208
AT2G32291	AT2G32291	0	0	0	0	0	0
AT2G32295	AT2G32295	82	357	81	382	140	159
AT2G32300	UCC1	0	0	0	1	0	1
AT2G32310	AT2G32310	0	0	0	1	0	0
AT2G32315	AT2G32315	1	1	0	0	0	0
AT2G32320	THG2	168	478	76	206	227	241
AT2G32340	AT2G32340	34	144	38	151	39	59
AT2G32350	AT2G32350	0	0	0	1	0	0
AT2G32360	AT2G32360	0	0	0	0	0	0
AT2G32370	HDG3	0	0	1	0	0	1
AT2G32380	AT2G32380	95	322	55	246	135	137
AT2G32390	GLR3.5	140	828	20	72	269	266
AT2G32400	GLR3.7	110	549	66	373	261	295
AT2G32410	AXL	49	215	66	242	111	100
AT2G32415	AT2G32415	93	330	147	668	174	200
AT2G32430	B3GALT3	82	263	61	272	102	95
AT2G32440	KAO2	208	706	29	118	348	340
AT2G32450	AT2G32450	109	553	37	207	243	246
AT2G32460	MYB101	0	0	2	3	0	0
AT2G32470	AT2G32470	10.228	51.611	4.79	22.03	15.099	19.198
AT2G32480	ARASP	666.772	3130.389	888.21	3422.97	1325.901	1107.803
AT2G32487	AT2G32487	139	353	39	133	155	189
AT2G32490	AT2G32490	0	0	0	0	0	0
AT2G32500	AT2G32500	739	2292	315	1392	716	812
AT2G32510	MAPKKK17	10	21	6	11	21	17
AT2G32520	AT2G32520	549	1570	1088	4776	666	715
AT2G32530	CSLB3	52	236	28	114	70.001	51
AT2G32540	CSLB4	88	521	86	336	254.999	231
AT2G32550	AT2G32550	2	19	19	93	6	7
AT2G32560	AT2G32560	386	1511	1455	6133	577	609
AT2G32580	AT2G32580	405	1431	844	3378	473	529
AT2G32590	CAPH	23	76	8	51	85	93
AT2G32600	AT2G32600	176	628	912	3524	288	312
AT2G32610	CSLB1	0	0	0	0	0	0
AT2G32620	CSLB2	0	0	0	0	0	0
AT2G32630	AT2G32630	9	70	5	23	24	44
AT2G32640	AT2G32640	258	1298	121	518	557	516
AT2G32645	AT2G32645	25.082	39.793	13.878	71.816	0	15.758
AT2G32650	AT2G32650	797.468	1255.691	575.347	2511.399	665.143	634.664
AT2G32660	AtRLP22	1	14	0	1	4	10
AT2G32670	VAMP725	4	7	0	5	8	8
AT2G32680	AtRLP23	85	717	6	34	170	127
AT2G32690	ATGRP23	957	4739	1715	7711	1467	1853
AT2G32698	MIR407	0	0	0	0	0	0
AT2G32700	LUH	733	2736	423	2049	1242	1358
AT2G32710	KRP4	145	452	109	431	262	279
AT2G32720	CYTB5-B	281	447	106	343	283	292
AT2G32730	RPN2A	724	2824	1227	5030	1573	1642
AT2G32740	ATGT13	1	2	0	0	0	0
AT2G32750	AT2G32750	2	6	1	5	7	6
AT2G32760	AT2G32760	109	374	106	381	177	169
AT2G32765	SUMO5	26	38	8	43	48	60
AT2G32770	PAP13	13	24	5	28	27	15
AT2G32780	UBP1	0	1	0	0	0	1
AT2G32785	AT2G32785	0	0	0	0	0	0
AT2G32788	AT2G32788	0	0	0	0	0	0
AT2G32790	AT2G32790	0	1	0	1	1	1
AT2G32795	AT2G32795	36	89	12	67	41	38
AT2G32800	LECRKS2	122	596	10	45	221	247
AT2G32810	BGAL9	379	1963	280	1284	831	873
AT2G32820	AT2G32820	0	0	0	8	1	0
AT2G32830	PHT1-5	5	37	2	4	5	7
AT2G32835	RALFL16	0	0	0	0	0	0
AT2G32840	AT2G32840	52	190	27	119	77	95
AT2G32850	AT2G32850	277	1078	35	187	456	495
AT2G32860	BGLU33	116	1279	120	484	772	822
AT2G32870	AT2G32870	862	4442	800	3603	1536	1685
AT2G32880	AT2G32880	305	1670	281	1160	769	885
AT2G32885	AT2G32885	4.589	6.437	0	2	1.627	1
AT2G32890	RALFL17	3.663	18.44	4.35	3.358	3.454	5.784
AT2G32900	ZW10	156.748	578.123	157.65	704.642	304.918	253.216
AT2G32905	AT2G32905	0	0	0	0	0	0
AT2G32910	AT2G32910	188	814	323	1352	371	345
AT2G32920	PDIL2-3	343	1256	3897	16387	641	721
AT2G32930	ZFN2	55	197	17	66	92	142
AT2G32940	AGO6	19	39	8	81	29	41
AT2G32950	COP1	311	1052	169	663	433	459
AT2G32960	AT2G32960	41	113	8	35	54	56
AT2G32970	AT2G32970	219	908	118	466	401	405
AT2G32980	AT2G32980	146	374	36	115	195	180
AT2G32990	AtGH9B8	61	272	55	214	129	125
AT2G33000	AT2G33000	2	3	4	21	2	2
AT2G33006	AT2G33006	0	0	0	0	0	0
AT2G33010	AT2G33010	0	0	0	5	0	0
AT2G33020	AtRLP24	1	17	0	1	7	6
AT2G33030	AtRLP25	0	0	0	0	0	0
AT2G33040	ATPC	1880	6855	1939	8352	3207	3422
AT2G33050	AtRLP26	112.347	592.974	205	811.879	276.747	248.759
AT2G33051	AT2G33051	27.653	81.026	0	18.121	35.253	23.241
AT2G33060	AtRLP27	43	170	19	34	102	95
AT2G33070	NSP2	0	1	0	3	0	0
AT2G33080	AtRLP28	2	29	0	2	3	2
AT2G33090	AT2G33090	0	0	0	0	0	0
AT2G33100	CSLD1	0	2	0	4	4	1
AT2G33110	VAMP723	33.805	107.356	4.086	28.639	43.17	51.135
AT2G33120	VAMP722	597.195	1936.644	244.914	956.361	853.83	962.865
AT2G33130	RALFL18	0	2	0	0	0	1
AT2G33150	PED1	1602	7974	1516	6449	3183	3553
AT2G33160	AT2G33160	0	0	0	0	0	0
AT2G33170	AT2G33170	130	667	82	416	352	344
AT2G33175	AT2G33175	3	2	0	3	6	4
AT2G33180	AT2G33180	494	1105	442	1905	409	418
AT2G33190	AT2G33190	0	0	0	0	0	0
AT2G33200	AT2G33200	0	0	0	0	0	0
AT2G33205	AT2G33205	9	14	0	4	9	7
AT2G33210	HSP60-2	254	970	575	2537	634	701
AT2G33220	AT2G33220	685	2671	1354	6021	978	1078
AT2G33230	YUC7	0	0	2	1	0	0
AT2G33233	LCR49	0	0	0	0	0	0
AT2G33240	XI-D	4	6	15	52	13	11
AT2G33250	AT2G33250	140	942	712	3634	295	310
AT2G33255	AT2G33255	207	866	268	1147	364	421
AT2G33260	AT2G33260	0	0	0	3	1	1
AT2G33270	ACHT3	0	0	0	0	0	0
AT2G33280	AT2G33280	1	7	0	0	3	1
AT2G33290	SUVH2	65	285	113	490	134	154
AT2G33300	AT2G33300	0	1	0	0	0	0
AT2G33310	IAA13	155	516	277	1120	214	227
AT2G33320	AT2G33320	77	319	19	77	118	153
AT2G33330	CRRSP11	308	876	105	368	442	474
AT2G33340	PRP19B	534	2133	2124	8974	1337	1337
AT2G33350	AT2G33350	5	25	1	1	5	12
AT2G33360	AT2G33360	101	385	85	369	165	239
AT2G33370	RPL23C	1390	2293	1999	8440	1308	1418
AT2G33380	PXG3	128	277	160	695	118	154
AT2G33385	ARPC2B	6	12	0	7	6	8
AT2G33390	AT2G33390	192.605	641.885	353.85	1503.188	280.602	263.397
AT2G33400	AT2G33400	105.395	169.115	29.15	161.812	183.398	195.603
AT2G33410	AT2G33410	233	1039	579	2478	553	588
AT2G33420	AT2G33420	0	0	0	2	1	0
AT2G33430	MORF2	752	3018	2467	10619	1261	1315
AT2G33435	AT2G33435	98	420	68	313	182	210
AT2G33440	AT2G33440	55	288	68	365	144	136
AT2G33450	RPL28	2031	7773	3046	13509	2934	3117
AT2G33460	RIC1	0	6	2	24	3	1
AT2G33470	GLTP1	752	1688	514	2108	709	715
AT2G33480	ANAC041	167	307	26	113	105	106
AT2G33490	AT2G33490	90	388	97	321	202	183
AT2G33500	COL14	106	357	232	984	168	189
AT2G33509	AT2G33509	0	0	1	0	0	0
AT2G33510	AT2G33510	155	304	92	383	147	131
AT2G33520	AT2G33520	1	1	0	0	0	1
AT2G33530	SCPL46	300	1020	406	1590	418	409
AT2G33540	CPL3	282	1031	15	83	471	453
AT2G33550	AT2G33550	63	437	98	403	123	132
AT2G33560	BUBR1	23	54	6	23	94	88
AT2G33570	AT2G33570	118	463	557	2319	249	268
AT2G33580	LYK5	95	420	17	81	162	200
AT2G33585	AT2G33585	43	101	77	315	38	47
AT2G33590	AT2G33590	167	643	4193	18981	295	330
AT2G33600	AT2G33600	224	947	77	346	334	393
AT2G33610	SWI3B	167	478	448	1943	247	238
AT2G33620	AHL10	255	620	289	1251	447.001	453
AT2G33630	AT2G33630	267	1148	380	1730	406	487
AT2G33640	PAT21	6	30	5	37	18	15
AT2G33650	AT2G33650	0	0	0	0	0	0
AT2G33655	AT2G33655	0	0	0	0	0	0
AT2G33670	MLO5	0	0	2	1	0	0
AT2G33680	PCMP-E19	20	64	3	10	38	51
AT2G33690	AT2G33690	0	0	0	0	0	0
AT2G33700	AT2G33700	121	436	266	1166	201	235
AT2G33705	AT2G33705	0	0	0	0	0	0
AT2G33707	AT2G33707	0	0	0	0	0	0
AT2G33710	ERF112	2	23	2	2	17	20
AT2G33720	AT2G33720	0	0	2	5	0	0
AT2G33730	RH21	279	1485	526	2485	710	841
AT2G33735	AT2G33735	37	92	32	211	36	43
AT2G33740	CUTA	291	664	960	4359	276	271
AT2G33750	PUP2	2	18	4	8	6	10
AT2G33760	PCMP-H6	10	26	1	2	17	23
AT2G33770	UBC24	764	4387	487	2099	1879	1872
AT2G33775	RALFL19	1	7	3	7	0	0
AT2G33780	VQ13	1	0	0	0	0	0
AT2G33790	AGP30	0	0	0	1	0	0
AT2G33793	AT2G33793	25	18	5	15	58	71
AT2G33796	AT2G33796	0	0	0	0	0	0
AT2G33800	RPS5	3010	14316	7943	34596	5561	5670
AT2G33810	SPL3	373	627.103	125	640	340	309.355
AT2G33815	AT2G33815	0	3.897	0	0	0	6.645
AT2G33820	BAC1	74	238	23	95	111	109
AT2G33830	AT2G33830	1403	4399	68	270	2123	2237
AT2G33835	FES1	63	265	78	303	121	116
AT2G33840	AT2G33840	183	634	339	1359	314	342
AT2G33845	AT2G33845	170.312	586.69	329.754	1190.947	250.762	260.094
AT2G33847	AT2G33847	14.688	20.311	7.246	16.053	14.238	17.906
AT2G33850	AT2G33850	141	98	583	2744	366	423
AT2G33855	AT2G33855	298	983	457	1856	283	322
AT2G33860	ARF3	259	1095	83	421	458	482
AT2G33870	RABA1H	0	0	0	0	0	0
AT2G33880	WOX9	0	0	2	4	1	1
AT2G33950	AT2G33950	0	0	0	0	0	0
AT2G33980	NUDT22	50	116	37	153	72	66
AT2G33990	iqd9	108	313	57	231	149	190
AT2G34000	AT2G34000	0	0	0	0	0	0
AT2G34010	AT2G34010	34	175	0	11	52	75
AT2G34020	AT2G34020	0	1	10	39	6	2
AT2G34030	AT2G34030	2	1	1	3	3	1
AT2G34040	AT2G34040	331	1247	462	2030	624	743
AT2G34050	AT2G34050	92	197	29	84	103	114
AT2G34060	PER19	32	208	1	13	50	77
AT2G34070	TBL37	93	430	111	549	196	215
AT2G34080	AT2G34080	3	16	6	25	5	6
AT2G34090	MEE18	207	764	44	178	298.001	301
AT2G34100	AT2G34100	0	0	2	1	0	0
AT2G34110	AT2G34110	0	0	0	0	0	0
AT2G34120	AT2G34120	0	0	0	0	0	0
AT2G34123	AT2G34123	0	0	0	0	0	0
AT2G34130	MEE19	0	0	0	0	0	0
AT2G34135	AT2G34135	0	0	0	0	0	0
AT2G34140	CDF4	3	7	2	9	5	5
AT2G34150	SCAR1	61	216	1	4	95	109
AT2G34160	AT2G34160	324	535	70	387	217	269
AT2G34170	AT2G34170	105	554	42	118	260	264
AT2G34180	CIPK13	12	47	1	0	26	28
AT2G34185	AT2G34185	3	12	1	4	5	9
AT2G34186	AT2G34186	0	0	0	0	0	0
AT2G34190	NAT2	38	69	2	19	127	121
AT2G34200	AT2G34200	37	177	1	4	80	63
AT2G34202	MIR399D	0	0	0	0	0	0
AT2G34204	MIR399E	0	0	0	0	0	0
AT2G34208	MIR399F	0	0	0	0	0	0
AT2G34210	AT2G34210	0	2	0	0	1	1
AT2G34220	MEE20	2	11	3	4	8	4
AT2G34224	AT2G34224	0	1	0	0	1	0
AT2G34230	AT2G34230	2	6	0	1	6	3
AT2G34238	AT2G34238	0	1	0	0	0	1
AT2G34240	AT2G34240	9	17	0	1	7	19
AT2G34250	AT2G34250	1219	5223	5001	20473	2674	2617
AT2G34260	AT2G34260	103	230	98	396	153	177
AT2G34270	AT2G34270	0	0	0	0	0	0
AT2G34280	AT2G34280	0	0	0	0	0	0
AT2G34290	AT2G34290	0	0	0	0	0	0
AT2G34300	AT2G34300	193	643	448	1795	410	441
AT2G34310	AT2G34310	314	1068.001	358	1501	429	435
AT2G34315	AT2G34315	0	0	0	0	0	0
AT2G34320	AT2G34320	0	0	0	0	0	0
AT2G34330	AT2G34330	0	0	0	0	0	0
AT2G34340	AT2G34340	9	14	4	6	11	8
AT2G34350	AT2G34350	0	0	1	0	0	0
AT2G34355	AT2G34355	37	114	14	53	84	76
AT2G34357	AT2G34357	309	1181	688	2823	743	748
AT2G34360	AT2G34360	4	15	0	3	4	2
AT2G34370	PCMP-H25	0	0	1	1	0	2
AT2G34380	AT2G34380	41	141	82	336	79	72
AT2G34390	NIP2-1	2	8	4	11	4	2
AT2G34400	PCMP-E23	26	100	6	15	45	32
AT2G34410	AT2G34410	105	385	80	307	204	197
AT2G34420	LHB1B2	70009.951	400328.195	152211.53	651490.654	129398.634	139246.142
AT2G34430	LHB1B1	27036.715	145092.283	15157.526	65913.347	50620.414	54171.864
AT2G34440	AGL29	5	7	2	15	3	7
AT2G34450	HMGB14	38	102	17	108	31	43
AT2G34460	AT2G34460	725.124	2487.081	987.133	4144.227	1041.826	1103.963
AT2G34470	UREG	292.876	1434.92	621.867	2759.773	488.174	606.037
AT2G34480	RPL18AB	3306	7689	6556	24963	4630	5248
AT2G34490	CYP710A2	89	314	64	285	125	140
AT2G34500	CYP710A1	0	4	4	12	3	7
AT2G34510	AT2G34510	460	1908	293	1238	926	974
AT2G34520	RPS14	229	605	260	1178	361	387
AT2G34530	AT2G34530	7	26	3	19	12	24
AT2G34540	AT2G34540	2	12	2	8	8	11
AT2G34555	GA2OX3	0	0	0	3	0	0
AT2G34560	AT2G34560	435	1300	790	3475	666	690
AT2G34570	MEE21	66	201	91	423	108	110
AT2G34580	AT2G34580	0	4	0	3	4	7
AT2G34585	AT2G34585	252	1027	272	1139	324	288
AT2G34590	E1-BETA-2	564	2267	8058	34702	1258	1238
AT2G34600	TIFY 5B	17	42	10	30	42	40
AT2G34610	AT2G34610	0	2	2	5	2	1
AT2G34620	AT2G34620	821	3103	363	1477	1330	1228
AT2G34630	SPS3	155	662	132	682	314	323
AT2G34640	PTAC12	466	1747	494	2000	1014	1203
AT2G34650	PID	27	138	47	178	54	66
AT2G34655	AT2G34655	69	365	47	196	84	92
AT2G34660	ABCC2	233	1253	438	1882	691	669
AT2G34670	AT2G34670	33	92	9	31	81	56
AT2G34680	AIR9	458	2361	286	1114	1305	1368
AT2G34690	ACD11	382	1103	724	3017	530	530
AT2G34700	AT2G34700	0	1	0	7	1	1
AT2G34710	ATHB-14	192	766	138	560	473	450
AT2G34720	NFYA4	131	362	81	315	178	185
AT2G34730	WAP	70	379	299	1399	178	183
AT2G34740	AT2G34740	0	0	0	0	0	0
AT2G34750	AT2G34750	447	1694	1545	6043	1045	1038
AT2G34760	AT2G34760	2.988	7.982	9.01	75.112	3.197	3.971
AT2G34770	FAH1	303.012	1277.018	872.99	3903.888	457.803	508.029
AT2G34780	MEE22	137	601	515	2043	328	332
AT2G34790	MEE23	7	69	23	88	23	20
AT2G34800	AT2G34800	0	0	0	0	0	0
AT2G34810	AT2G34810	127	471	97	365	281	293
AT2G34820	BHLH53	0	0	0	0	0	0
AT2G34825	RALFL20	0	0	0	0	0	0
AT2G34830	WRKY35	12	7	0	2	3	5
AT2G34835	AT2G34835	0	0	0	0	0	0
AT2G34840	AT2G34840	90	296	91	375	143	141
AT2G34850	MEE25	5	20	3	9	14	15
AT2G34860	EDA3	1886	5786	1746	7438	2060	2231
AT2G34870	MEE26	0	0	0	1	0	0
AT2G34880	JMJ15	0	0	1	1	0	1
AT2G34890	AT2G34890	0	0	0	0	0	0
AT2G34900	GTE1	176	363	512	2207	266	254
AT2G34910	AT2G34910	0	1	0	2	0	0
AT2G34920	EDA18	37	77	7	26	48	64
AT2G34925	CLE42	9	25	1	2	10	5
AT2G34930	AT2G34930	103	363	133	531	205	208
AT2G34940	VSR5	21	58	7	18	20	19
AT2G34950	AT2G34950	0	0	0	0	0	0
AT2G34960	CAT5	9	77	8	33	23	36
AT2G34970	AT2G34970	203	820	135	626	349	367
AT2G34980	SETH1	9	28	0	5	16	13
AT2G34985	AT2G34985	0	0	0	0	0	0
AT2G34990	ATL38	0	1	0	0	0	0
AT2G35000	ATL9	2	5	0	0	1	2
AT2G35010	ATO1	239	726	196	892	325	318
AT2G35020	GLCNAC1PUT2	322	815	43	156	461	465
AT2G35030	PCMP-E15	15	91	7	16	72	57
AT2G35035	URED	13	16	6	36	15	21
AT2G35040	AT2G35040	472	2330	754	3229	1212	1170
AT2G35050	AT2G35050	1255	6100	1187	4994	2571	2598
AT2G35060	POT11	290	1625	248	1016	635	671
AT2G35070	AT2G35070	1	2	0	0	1	2
AT2G35075	AT2G35075	6	24	1	5	8	8
AT2G35080	AT2G35080	0	0	0	0	0	0
AT2G35090	AT2G35090	0	0	0	0	0	0
AT2G35100	ARAD1	67	388	16	98	148	170
AT2G35110	NAP1	260	1341	408	1535	677	647
AT2G35120	GDH2	253	398	145	625	278	305
AT2G35130	AT2G35130	305	939	167	653	317	359
AT2G35140	AT2G35140	7	25	4	13	18	21
AT2G35150	EXL7	16	49	41	219	21	30
AT2G35155	AT2G35155	175	749	216	848	332	334
AT2G35160	SUVH5	24	61	10	32	39	35
AT2G35170	AT2G35170	32	154	0	10	72	71
AT2G35180	AT2G35180	0	0	0	0	0	0
AT2G35190	NPSN11	194	512	26	127	351	315
AT2G35200	AT2G35200	1	0	0	0	0	0
AT2G35208	AT2G35208	0	0	0	0	0	0
AT2G35210	AGD10	3	6	1	8	4	7
AT2G35215	AT2G35215	0	0	0	0	0	0
AT2G35230	IKU1	88	338	116	546	156	135
AT2G35240	MORF6	155	674	821	3703	322	366
AT2G35250	AT2G35250	0	0	0	0	0	0
AT2G35260	AT2G35260	2089	9916	2281	10431	3437	3466
AT2G35270	AHL21	0	0	0	0	0	0
AT2G35280	AT2G35280	0	0	0	0	0	0
AT2G35290	AT2G35290	12	16	3	8	10	14
AT2G35300	LEA18	0	0	0	2	0	0
AT2G35310	AT2G35310	3	3	9	58	11	24
AT2G35320	ATEYA	167	504	166	784	207	220
AT2G35330	AT2G35330	228	999	359	1518	418	466
AT2G35340	MEE29	79	238	76	341	144	147
AT2G35345	AT2G35345	4	9	4	10	2	3
AT2G35350	PLL1	20	72	11	41	60	61
AT2G35360	AT2G35360	61	187	31	126	83	72
AT2G35370	GDH1	7687	21137	3439	14533	6455	6962
AT2G35380	PER20	0	0	1	12	0	1
AT2G35382	AT2G35382	0	0	0	0	0	0
AT2G35384	AT2G35384	0	0	0	0	0	0
AT2G35387	AT2G35387	0	0	0	0	0	0
AT2G35390	PRS1	339.999	1391	478	1937.999	588	609
AT2G35410	AT2G35410	1034	4197	1076	4857	1566	1614
AT2G35420	ATL28	22	43	121	437	26	29
AT2G35430	AT2G35430	18	99	73	310	55	34
AT2G35450	AT2G35450	503	1297	209	907	505	531
AT2G35460	AT2G35460	0	0	2	2	0	0
AT2G35470	AT2G35470	119	464	86	330	214	224
AT2G35480	AT2G35480	28	89	14	40	42	54
AT2G35490	PAP3	1000	5043	1026	4395	1717	1757
AT2G35500	SKL2	466	2200	681	3030	815	862
AT2G35510	SRO1	298	1175	268	1182	569	597
AT2G35520	DAD2	157	392	144	619	175	189
AT2G35530	bZIP16	78	357	85	305	192	182
AT2G35540	AT2G35540	27	150	28	101	69	77
AT2G35550	BPC7	9	38	1	18	15	10
AT2G35570	AT2G35570	3	4	23	80	2	4
AT2G35580	AT2G35580	0	0	0	3	0	0
AT2G35585	AT2G35585	7	14	0	4	3	5
AT2G35590	AT2G35590	2	7	0	0	0	3
AT2G35600	BRXL1	8	16	9	35	13	14
AT2G35605	AT2G35605	95	225	144	713	119	115
AT2G35610	XEG113	197	840	112	520	376	388
AT2G35612	AT2G35612	0	0	0	0	0	0
