gene_id	gene_name	CONTROL1_REP1	CONTROL1_REP2	TREATMENT1_REP1	TREATMENT1_REP2	TREATMENT2_REP1	TREATMENT2_REP2
AT2G26511	AT2G26511	0	0	0	0	0	0
AT2G26520	AT2G26520	12	44	0	6	29	34
AT2G26530	AR781	603	2530	30	95	888	924
AT2G26540	UROS	415	1709	358	1558	672	687
AT2G26550	HO2	231	991	85	325	393	446
AT2G26560	PLP2	187	1033	6	4	339	394
AT2G26570	WEB1	268	1680	674	2773	650	809
AT2G26580	YAB5	114	396	54	185	140	164
AT2G26590	RPN13	307	825	238	971	389	378.001
AT2G26600	AT2G26600	147	593	155	768	289	228
AT2G26610	AT2G26610	0	0	0	0	0	0
AT2G26620	AT2G26620	0	0	0	0	0	0
AT2G26630	AT2G26630	1	0	0	2	0	1
AT2G26640	KCS11	163	695	195	821	311	298
AT2G26650	AKT1	54	185	32	196	99	101
AT2G26660	SPX2	132	489	94	422	169	185
AT2G26670	HO1	795	4019	961	4359	1282	1371
AT2G26680	AT2G26680	146	535	173	659	253	243
AT2G26690	NPF6.2	484	2553.65	1493.2	6396.472	1159.991	1231
AT2G26692	AT2G26692	1	4.35	5.8	43.528	1.009	0
AT2G26695	AT2G26695	50	195	13	81	69	91
AT2G26700	PID2	7	16	5	16	30	35
AT2G26710	CYP734A1	50	265	36	79	81	99
AT2G26720	AT2G26720	0	0	0	1	1	0
AT2G26730	AT2G26730	410	1670	146	606	796	847
AT2G26740	ATSEH	633.006	2622.68	895.934	3776.93	925.64	1041.813
AT2G26750	AT2G26750	8.994	21.32	1.066	1.07	3.36	2.187
AT2G26760	CYCB1-4	45	107	4	3	114	134
AT2G26770	SCAB1	299	925	183	821	422	484
AT2G26780	AT2G26780	241	1278	242	950	615	653
AT2G26790	AT2G26790	14	48	28	121	22	42
AT2G26800	HMGCL	230	1108	703.999	2875	450	514
AT2G26810	AT2G26810	88	208	23	69	106	96
AT2G26820	PP2A3	1	2	0	0	2	0
AT2G26830	EMB1187	154	326	27	123	162	174
AT2G26840	AT2G26840	86	300	88	433	154	165
AT2G26850	AT2G26850	0	0	0	0	0	0
AT2G26860	AT2G26860	72	200	84	333	122	125
AT2G26865	AT2G26865	0	0	0	0	0	0
AT2G26870	NPC2	41	206	37	157	65	67
AT2G26880	AGL41	0	0	0	0	0	0
AT2G26882	AT2G26882	0	0	0	0	0	0
AT2G26890	GRV2	538	3032	451	2005	1299	1373
AT2G26900	BASS2	1509	5907	1376	5830	2670	2894
AT2G26910	ABCG32	882	4352	536	2233	1686	1732
AT2G26920	AT2G26920	105	554	416	1608	264	299
AT2G26930	ISPE	361	1501	347	1651	523	581
AT2G26940	AT2G26940	0	1	0	0	1	1
AT2G26950	MYB104	0	0	0	0	0	0
AT2G26960	AtMYB81	0	0	0	1	0	1
AT2G26970	AT2G26970	73	273	47	282	115	117
AT2G26975	COPT6	249	1123	85	357	263	352
AT2G26980	CIPK3	437.999	1595.001	299	1410.001	676	740.001
AT2G26990	CSN2	320	1010	839	3585	547	589
AT2G27000	CYP705A8	1	0	0	7	4	3
AT2G27010	CYP705A9	1	0	1	2	0	1
AT2G27020	PAG1	612	2126	974	4034	1065	1199
AT2G27030	CAM2	1314	2803	470	2001	1146.001	1293.999
AT2G27035	ENODL20	1	32	3	21	12	7
AT2G27040	AGO4	232	870	98	403	656	590
AT2G27050	EIL1	554	2418	440	1801	973	1000
AT2G27060	AT2G27060	137	592	389	1656	296	266
AT2G27070	ARR13	0	0	0	0	0	0
AT2G27080	AT2G27080	85	96	30	102	50	35
AT2G27090	AT2G27090	173	600	171	814	298	307
AT2G27100	SE	274	1154	1368	5382	599	608
AT2G27110	FRS3	144	605	223	895	315	323
AT2G27120	POL2B	1	2	11	33	4	3
AT2G27130	XYP11	73	249	14	50	109	99
AT2G27140	AT2G27140	17	115	32	93	50	55
AT2G27145	LCR9	0	0	0	0	0	0
AT2G27150	AAO3	188	823	49	211	328	353
AT2G27160	AT2G27160	0	0	0	0	0	0
AT2G27170	SMC3	258	1150	115	443	541	562
AT2G27180	AT2G27180	2	14	0	1	6	5
AT2G27190	PAP12	409	1334	151	590	407	439
AT2G27200	LSG1-1	100	388	105	420	156	176
AT2G27210	BSL3	186.001	870.985	183.988	882.98	438.992	456.383
AT2G27220	BLH5	1	1	1	0	4	0
AT2G27228	CPuORF6	318	921.081	252	1038.994	505.045	536.126
AT2G27229	AT2G27229	3	3	0	7	0	1
AT2G27230	LHW	0	141.919	0	19.006	157.955	86.874
AT2G27240	ALMT7	0	0	1	0	2	0
AT2G27250	CLV3	1	0	0	1	0	0
AT2G27260	AT2G27260	120	541	185	931	223	182
AT2G27270	AT2G27270	0	0	0	1	0	0
AT2G27280	AT2G27280	0	0	7	17	1	2
AT2G27285	AT2G27285	165	593	140	597	247	290
AT2G27290	AT2G27290	892	3774	2479	10523	1299	1413
AT2G27300	NTL8	1	8	3	8	7	10
AT2G27310	AT2G27310	155	456	28	134	168	188
AT2G27315	AT2G27315	0	0	0	0	0	0
AT2G27320	AT2G27320	0	0	0	0	0	0
AT2G27330	AT2G27330	93	218	54	207	109	92
AT2G27340	AT2G27340	70.01	222.039	14.997	57.972	97.987	105.002
AT2G27350	AT2G27350	255	1160	544	2193	497	532.999
AT2G27360	AT2G27360	83	330	76	348	126	122
AT2G27370	CASP3	0	0	1	0	0	0
AT2G27375	AT2G27375	0	0	0	0	0	0
AT2G27380	EPR1	0	0	0	2	1	0
AT2G27385	AT2G27385	606	1891	364	1564	808	897
AT2G27389	AT2G27389	0	2	0	6	1	2
AT2G27390	AT2G27390	1	0	1	0	0	0
AT2G27395	AT2G27395	0	0	0	0	0	0
AT2G27400	TAS1A	113	191	20	64	92	97
AT2G27402	AT2G27402	535	779	25	118	417	390
AT2G27410	AT2G27410	0	0	0	0	0	0
AT2G27420	AT2G27420	14	84	18	61	31	53
AT2G27430	AT2G27430	1	29	1	6	10	5
AT2G27440	AT2G27440	0	1	0	0	0	0
AT2G27450	CPA	350	1538	524	2477	603	636
AT2G27460	AT2G27460	145	543	108	399	262	272
AT2G27470	NF-YB11	54	235	88	382	103	112
AT2G27480	CML48	21	104	21	105	39	32
AT2G27490	COAE	63	238	112	396	95	103
AT2G27500	AT2G27500	204	837	155	619	358	336
AT2G27505	AT2G27505	1	0	4	14	1	1
AT2G27510	FD3	183	276	306	1243	237	207
AT2G27520	AT2G27520	0	0	0	0	0	0
AT2G27530	RPL10AB	3082	6185	4462.998	19107.522	3793.998	4164.998
AT2G27535	AT2G27535	0	0	0	0	0	0
AT2G27540	AT2G27540	0	0	0	0	0	0
AT2G27550	CEN	0	0	1	1	0	0
AT2G27570	SOT4	0	0	1	1	0	0
AT2G27580	SAP3	168	476	1739	6915	196	168
AT2G27590	AT2G27590	52	202	51	239	120	116
AT2G27600	SKD1	627	2845	1177	4856	1250	1280
AT2G27610	PCMP-H60	14	45	1	0	32	42
AT2G27630	AT2G27630	1	6	2	2	4	8
AT2G27650	AT2G27650	0	1	0	2	1	0
AT2G27660	AT2G27660	23	198	1	5	42	53
AT2G27670	AT2G27670	0	0	0	1	0	0
AT2G27680	AT2G27680	1824	7729	3089	13052	2739	3155
AT2G27690	CYP94C1	8	56	29	108	44	41
AT2G27700	AT2G27700	0	0	0	0	0	0
AT2G27710	RPP2B	1639.405	4405.999	3112.201	14146.408	2813.907	3021
AT2G27720	RPP2A	1951.595	4615	3837.799	17436.592	2651.092	2877
AT2G27730	AT2G27730	829	2554	1228	5468	932	1091
AT2G27740	AT2G27740	20	55	7	27	22	10
AT2G27750	AT2G27750	0	0	0	0	0	0
AT2G27760	IPT2	63	210	138	548	82	81
AT2G27770	AT2G27770	81	307	2	22	97	108
AT2G27775	AT2G27775	63	170	138	580	129	116
AT2G27780	AT2G27780	0	0	0	1	0	0
AT2G27790	AT2G27790	28.107	101.836	46.569	157.514	46.336	36.061
AT2G27800	AT2G27800	39.331	112.028	8.672	43.112	53.419	58.907
AT2G27810	NAT12	238	1003	485	1919	531	557
AT2G27820	ADT3	277	1218	94	368	467	501
AT2G27830	AT2G27830	433	1503	17	132	455	484
AT2G27840	HDT4	387	468	107	405	380	416
AT2G27860	AXS1	1674	6152	940.995	3884	2630.003	2875
AT2G27870	AT2G27870	0	1	0	0	0	0
AT2G27880	AGO5	1	0	4	7	0	3
AT2G27900	AT2G27900	359	1640.627	628	2715	730.036	785
AT2G27920	SCPL51	234	1121.374	38	134	279.964	299
AT2G27930	AT2G27930	5	17	2	7	5	5
AT2G27935	AT2G27935	0	0	0	0	0	0
AT2G27936	AT2G27936	0	0	0	0	0	0
AT2G27940	ATL57	0	0	0	0	0	0
AT2G27950	AT2G27950	300	1314	426	1875	556	575
AT2G27960	CKS1	308	820	207	1007	327	342
AT2G27970	CKS2	184	215	37	118	207	232
AT2G27980	AT2G27980	222	906	170	716	426	428
AT2G27990	BLH8	16	39	7	32	24	29
AT2G28000	CPN60A1	3498	16490	56620	229414	7855	8606
AT2G28010	AT2G28010	1	0	1	0	0	0
AT2G28020	AT2G28020	0	0	0	0	0	0
AT2G28030	AT2G28030	0	0	0	0	0	0
AT2G28040	AT2G28040	3	6	0	1	5	4
AT2G28050	AT2G28050	17	55	3	11	23	32
AT2G28053	AT2G28053	0	1	0	0	0	0
AT2G28056	MIR172A	0	3	27	127	1	1
AT2G28060	KINB3	92	225	43	181	127	129
AT2G28070	ABCG3	186	622	96	393	316	294
AT2G28080	UGT86A2	134	390	7	28	198	219
AT2G28085	AT2G28085	3	0	0	1	5	4
AT2G28090	AT2G28090	0	0	0	0	0	0
AT2G28100	FUC1	154.72	539.02	29.493	170.529	254.89	280.436
AT2G28105	AT2G28105	29.28	72.98	9.507	20.471	34.11	32.564
AT2G28110	IRX7	4	38	12	54	14	15
AT2G28120	AT2G28120	56	214	10	20	126	112
AT2G28130	AT2G28130	87	226	11	82	173	136
AT2G28140	AT2G28140	40	45	5	14	32	38
AT2G28150	AT2G28150	235	591	74	327	273	295
AT2G28160	FIT	8	32	0	1	11	12
AT2G28170	CHX7	0	0	0	0	0	0
AT2G28180	ATCHX8	0	0	0	1	0	0
AT2G28190	CSD2	6636	26193	10886	45973	10456	10704
AT2G28200	ZAT5	33	112	4	19	41	42
AT2G28210	ATACA2	11	21	49	150	14	21
AT2G28220	AT2G28220	0	0	0	0	0	0
AT2G28230	MED20A	75	297	98	436	102	126
AT2G28240	AT2G28240	55	243	33	141	113	107
AT2G28250	NCRK	33	76	16	75	73	79
AT2G28260	CNGC15	38	136	17	92	73	63
AT2G28270	AT2G28270	0	0	0	0	0	0
AT2G28280	AT2G28280	0	3	0	7	0	1
AT2G28290	SYD	602	3677.999	1038	4192	1852	1814
AT2G28305	LOG1	196	395	61	288	172	184
AT2G28310	AT2G28310	243	662	126	646	356	380
AT2G28315	AT2G28315	5	51	24	63	33	29
AT2G28320	AT2G28320	158	728	231	915	332	352
AT2G28330	AT2G28330	31	49	7	42	27	36
AT2G28340	GATA13	0	0	0	0	0	0
AT2G28350	ARF10	58	289	52	240	129	133
AT2G28355	LCR5	0	0	0	0	0	0
AT2G28360	AT2G28360	193	835	18	72	382	378
AT2G28370	AT2G28370	255	857	788	3293	368	354
AT2G28380	DRB2	192	803	267	994	393	405
AT2G28390	AT2G28390	205	1004	158	752	431	388
AT2G28400	AT2G28400	34	138	1	3	42	48
AT2G28401	AT2G28401	0	0	0	0	0	0
AT2G28405	LCR32	0	0	0	0	0	0
AT2G28410	AT2G28410	83	168	43	179	99	93
AT2G28420	AT2G28420	4	10	1	5	14	12
AT2G28426	AT2G28426	1	3	0	6	0	0
AT2G28430	AT2G28430	359	785	145	615	345	362
AT2G28440	AT2G28440	4	12	16	86	7	10
AT2G28450	AT2G28450	153	604	235	1011	369	403
AT2G28460	AT2G28460	12	59	3	8	14	22
AT2G28470	BGAL8	692	2937	131	568	1080	1040
AT2G28480	AT2G28480	101	297	113	483	148	173
AT2G28490	AT2G28490	0	0	0	0	0	0
AT2G28500	LBD11	22	67	2	11	25	26
AT2G28507	AT2G28507	0	0	0	0	0	0
AT2G28510	DOF2.1	112	326	38	182	177	162
AT2G28520	VHA-A1	256	1073	140	587	439	452
AT2G28540	AT2G28540	170	911	232	950	487	488
AT2G28550	RAP2-7	913	3280	958.999	3810	1028.001	1029
AT2G28560	RAD51B	3	13	0	1	10	12
AT2G28570	AT2G28570	34	59	14	65	34	26
AT2G28580	AT2G28580	6	41	1	4	32	36
AT2G28590	AT2G28590	22	48	1	21	21	23
AT2G28600	AT2G28600	115	391	373	1687	279	274
AT2G28605	PPD2	448	1466	359	1480	549	563
AT2G28610	WOX3	0	0	1	8	0	0
AT2G28620	AT2G28620	106	155	11	35	302	363
AT2G28625	AT2G28625	0	0	0	0	0	0
AT2G28630	KCS12	415	1647	15	61	547	523
AT2G28640	ATEXO70H5	0	0	0	0	0	0
AT2G28650	ATEXO70H8	24	67	5	8	30	25
AT2G28660	AT2G28660	73	254	15	53	135	146
AT2G28670	DIR10	21.305	84.681	18.483	28.468	37.67	41.678
AT2G28671	AT2G28671	2.695	46.319	6.517	77.532	29.33	28.322
AT2G28680	AT2G28680	0	0	1	1	0	0
AT2G28690	AT2G28690	6	3	0	2	1	2
AT2G28700	AGL46	0	1	0	0	1	1
AT2G28710	AT2G28710	8	40	2	8	8	9
AT2G28720	AT2G28720	610	2313	23	82	599	653
AT2G28725	AT2G28725	0	0	0	0	0	0
AT2G28740	HIS4	360	1066	18	73	557	576
AT2G28750	AT2G28750	0	0	0	0	0	0
AT2G28755	AT2G28755	0	0	0	0	0	0
AT2G28760	UXS6	53	275	9	34	85	110
AT2G28770	AT2G28770	0	0	0	0	0	0
AT2G28780	AT2G28780	0	3	1	1	1	3
AT2G28790	AT2G28790	173	175	145	680	561	659
AT2G28800	ALB3	3910	19536	5454	23747	6905	7148
AT2G28810	DOF2.2	109	599	36	188	281	260
AT2G28830	PUB12	39	172	11	35	84	81
AT2G28840	XBAT31	1948	7223	887	3794	2811	2906
AT2G28850	CYP710A3	0	0	0	0	0	0
AT2G28860	CYP710A4	0	0	0	0	0	0
AT2G28870	AT2G28870	18	57	7	13	22	22
AT2G28880	ADCS	91	347	64	281	187	199
AT2G28890	PLL4	147	711	70	284	261	293
AT2G28900	OEP161	1993	6555	97	484	2019	2305
AT2G28910	CXIP4	1141	6407	2902	13842	2377	2486
AT2G28920	AT2G28920	1	0	0	0	0	1
AT2G28930	APK1B	242	886	17	54	358	351.999
AT2G28940	AT2G28940	106	341	17	40	137	161
AT2G28950	EXPA6	585	2267	1514	6103	1133	1200
AT2G28960	AT2G28960	1	0	1	2	2	0
AT2G28970	AT2G28970	1	2	0	0	3	5
AT2G28980	AT2G28980	0	0	0	0	0	0
AT2G28990	AT2G28990	0	1	1	2	0	0
AT2G29000	AT2G29000	0	0	0	0	0	0
AT2G29010	AT2G29010	0	0	0	0	0	0
AT2G29020	AT2G29020	224	653	394	1670	321	403
AT2G29040	AT2G29040	0	0	0	0	0	0
AT2G29045	LCR62	0	0	0	0	0	0
AT2G29050	ATRBL1	70	239	38	173	135	145
AT2G29060	SCL33	0	1	0	1	0	0
AT2G29065	SCL34	13	77	7	18	31	27
AT2G29070	AT2G29070	63	166	11	43	83	89
AT2G29080	FTSH3	446	2236	289	1137	1099	1141
AT2G29090	CYP707A2	22	176	6	20	82	63
AT2G29100	GLR2.9	0	10	0	6	1	1
AT2G29110	GLR2.8	6	72	0	1	15	14
AT2G29120	GLR2.7	121	1069	92	356	306	320
AT2G29125	RTFL2	10	13	0	9	15	15
AT2G29130	LAC2	1	29	8	41	10	12
AT2G29140	APUM3	238.06	951.892	173.683	748.022	520.254	516.006
AT2G29150	AT2G29150	0	0	0	0	1	0
AT2G29160	AT2G29160	5	12	0	0	1	2
AT2G29165	AT2G29165	17.929	51.427	5	6.301	8.397	18.275
AT2G29170	AT2G29170	109	226	4	6	78	81
AT2G29180	AT2G29180	1055	2284	580	2509	720	697
AT2G29190	APUM2	305.262	1269.883	336.872	1375.675	680.019	753.663
AT2G29200	APUM1	124.678	433.225	147.445	673.303	329.727	373.331
AT2G29210	AT2G29210	323	1583	1691	7512	778	807
AT2G29220	LECRK31	0	0	0	0	0	0
AT2G29230	AT2G29230	0	0	0	0	0	0
AT2G29240	AT2G29240	0	0	0	0	0	0
AT2G29250	LECRK32	0	0	0	0	0	0
AT2G29260	AT2G29260	12	58	4	30	25	35
AT2G29263	AT2G29263	0	0	0	0	0	1
AT2G29270	AT2G29270	0	5	0	0	0	0
AT2G29280	AT2G29280	0	3.728	0	2.114	0	1.086
AT2G29290	AT2G29290	454	1489.271	127	653.886	585	671.914
AT2G29300	AT2G29300	61	230	38	151	141	153
AT2G29310	AT2G29310	810	2095	116	424	809	859
AT2G29320	AT2G29320	334	1264	56	200	487	555
AT2G29330	TRI	0	0	0	1	0	1
AT2G29340	AT2G29340	442	1473.001	239	1074.001	554	596
AT2G29350	SAG13	80	1027	102	439	223	266
AT2G29360	SDR	1322	2878	124	478	926	988
AT2G29370	AT2G29370	7	13	10	17	8	13
AT2G29380	HAI3	2	0	0	1	1	0
AT2G29390	SMO2-1	152	654	110	444	281	260
AT2G29400	TOPP1	332	1118	1367	6154	603	656
AT2G29410	MTPB	11	34	2	7	15	15
AT2G29420	GSTU7	83	245	15	74	115	114
AT2G29430	AT2G29430	0	0	1	0	0	0
AT2G29440	GSTU6	23	40	25	138	23	24
AT2G29450	GSTU5	1399	3611	1763	8020	1076	1103
AT2G29452	AT2G29452	0	0	0	1	0	0
AT2G29460	GSTU4	16	44	21	103	26	27
AT2G29470	GSTU3	0	9	0	3	3	3
AT2G29480	GSTU2	0	2	1	4	2	3
AT2G29490	GSTU1	24	38	21	103	36	33
AT2G29500	HSP17.6B	100	50	153076.19	697564.31	292	352
AT2G29510	AT2G29510	331	1688	452	1792	774	784
AT2G29525	IPCS3	58	207	23	76	92	97
AT2G29530	TIM10	422	749	521	2314	396	408
AT2G29540	ATRPC14	77	166	106	434	97.001	98
AT2G29550	TUBB7	635	1384	532	2255	1664	1802
AT2G29560	ENO3	256	742	160	589	333	397
AT2G29570	PCNA2	182	434	173	685	344	369
AT2G29580	AT2G29580	81	356	222	833	155	152
AT2G29590	AT2G29590	88.299	247.09	104	482.351	121	115.953
AT2G29600	AT2G29600	4.701	1.91	0	4.649	0	1.047
AT2G29605	AT2G29605	0	0	0	0	0	0
AT2G29610	AT2G29610	0	0	0	0	0	0
AT2G29620	AT2G29620	6	10	1	6	10	5
AT2G29628	AT2G29628	0	1	0	0	0	0
AT2G29630	THIC	5367	32593.999	4776.001	19594.001	9344	10048
AT2G29640	JOSL	44	121	15	38	51	42
AT2G29650	ANTR1	1304.999	6550	429	1913	2221	2379.001
AT2G29654	AT2G29654	0	0	0	0	0	0
AT2G29660	AT2G29660	18	47	15	95	24	31
AT2G29670	AT2G29670	1208	6363	1723	7504	2680	2744
AT2G29679	AT2G29679	0	0	0	0	0	0
AT2G29680	CDC6	51	220	9	26	107	101
AT2G29690	ASA2	242	1027	35	137	428	419
AT2G29700	PH1	385	949	57	258	365	401
AT2G29710	UGT71D2	14	32.203	9.165	60.229	24.274	43.223
AT2G29720	CTF2B	95	374	63.994	291	143.375	159
AT2G29730	UGT71D1	104	265.797	40.835	187.771	138.726	138.777
AT2G29740	UGT71C2	1	5	8	26	2	5
AT2G29750	UGT71C1	2	11	2	3	3	8
AT2G29760	PCMP-H33	52	251	5	19.94	145	130
AT2G29770	AT2G29770	0	0	1	1.06	0	0
AT2G29780	AT2G29780	0	0	0	1	0	0
AT2G29790	AT2G29790	0	0	0	0	0	0
AT2G29800	AT2G29800	0	0	0	2	0	0
AT2G29810	AT2G29810	0	0	0	0	0	0
AT2G29820	AT2G29820	0	0	0	0	0	0
AT2G29830	AT2G29830	0	0	0	0	0	0
AT2G29840	AT2G29840	0	0	0	0	0	0
AT2G29850	AT2G29850	0	0	0	0	0	0
AT2G29860	AT2G29860	0	0	0	0	0	0
AT2G29870	AT2G29870	0	0	0	0	0	0
AT2G29880	AT2G29880	0	0	0	0	0	0
AT2G29890	VLN1	143	244	12	76	281	308
AT2G29900	PS2	64	315	16	84	156	127
AT2G29910	AT2G29910	53	230	72	254	104	116
AT2G29920	AT2G29920	1	0	0	0	0	1
AT2G29930	AT2G29930	0	0	0	0	0	0
AT2G29940	ABCG31	27	184	7	30	70	70
AT2G29950	EFL1	7	34	2	10	5	10
AT2G29960	CYP19-4	302	1091	351	1658	528	596
AT2G29970	AT2G29970	551	2424	57	284	989	1078
AT2G29980	FAD3	1051	4053	1337	5608	1730	1853
AT2G29990	NDA2	76	314	7	33	134	125
AT2G29995	PSY3	32	95	7	55	25	37
AT2G30000	AT2G30000	66	184	3033	13632	90	87
AT2G30010	TBL45	256	1207	70	260	451	440
AT2G30020	AT2G30020	356	783	12	65	274	268
AT2G30032	AT2G30032	0	0	0	0	0	0
AT2G30040	MAPKKK14	164	502	2	14	175	153
AT2G30050	SEC13B	229	768	181	703	385	403
AT2G30060	RANBP1B	669	1625	615	2787	745	714
AT2G30070	POT1	138	478	298	1308	214	199
AT2G30080	ZIP6	18	94	25	115	35	36
AT2G30090	AT2G30090	0	1	0	0	0	0
AT2G30100	AT2G30100	125	545	183	808	230	265
AT2G30105	AT2G30105	199	560	88	400	249	290
AT2G30110	UBA1	813	4048	1578	6658	1925	2099
AT2G30115	AT2G30115	0	0	0	0	0	0
AT2G30120	FLX	79	212	35	178	80	101
AT2G30130	LBD12	0	0	0	0	0	0
AT2G30140	UGT87A2	72	370	84	290	132	136
AT2G30150	UGT87A1	83	566	71	325	208	188
AT2G30160	AT2G30160	81	329	426	1915	118	168
AT2G30170	AT2G30170	350	1545	315	1284	548	566
AT2G30200	AT2G30200	479	1835	473	2038	891	923
AT2G30210	LAC3	1	1	1	3	1	2
AT2G30220	AT2G30220	0	0	0	0	0	0
AT2G30230	AT2G30230	144	326	2	8	79	100
AT2G30240	CHX13	0	0	0	0	0	0
AT2G30250	WRKY25	175	747	180	787	320	304
AT2G30260	U2B''	193	680	1055	4364	328	394
AT2G30270	AT2G30270	167	574	103	403	245	255
AT2G30280	RDM4	112	294	65	281	140	138
AT2G30290	VSR2	0	0	0	0	0	0
AT2G30300	AT2G30300	0	2	2	5	1	1
AT2G30310	AT2G30310	0	0	0	2	1	0
AT2G30320	AT2G30320	121	466	494	2203	220	247
AT2G30330	BLOS1	149	276	83	403	109	113
AT2G30340	LBD13	0	0	1	1	0	0
AT2G30350	AT2G30350	94	281	340	1366	125	124
AT2G30360	CIPK11	49	184.798	6	49	103	135
AT2G30362	AT2G30362	0	6.202	0	0	0	0
AT2G30370	EPFL6	10	4	1	7	15	12
AT2G30380	AT2G30380	3	0	0	0	0	2
AT2G30390	FC2	702	3756	815	3349	1314	1362
AT2G30395	OFP17	6	14	8	34	4	9
AT2G30400	OFP2	4	4	1	0	6	5
AT2G30410	TFCA	575	1105	315	1271	484	513
AT2G30420	ETC2	33	109	0	1	24	17
AT2G30424	TCL2	66	217	4	2	50	51
AT2G30430	AT2G30430	0	0	0	0	0	0
AT2G30432	TCL1	17	73	1	2	19	21
AT2G30440	TPP1	1069	3945	340	1285	1602	1601
AT2G30460	AT2G30460	124	419	13	34	190	228
AT2G30470	VAL1	154	821	119	539	362	333
AT2G30480	AT2G30480	35	104	290	1038.999	107	86
AT2G30490	CYP73A5	707	2408	2321	9818	1482	1630
AT2G30500	NET4B	207	540	89	384	280	350
AT2G30505	AT2G30505	6	27	5	9	18	11
AT2G30520	RPT2	1171	5233.999	1061.001	4176.001	2116	2166
AT2G30530	AT2G30530	142	514	166	727	211	234
AT2G30540	GRXS9	30	85	38	138	44	65
AT2G30550	AT2G30550	194	962	1039	4950	194	237
AT2G30560	AT2G30560	0	1	0	8	0	0
AT2G30570	PSBW	32322	105040	21446	93304	35311	37645
AT2G30575	GAUT5	110	403	76	291	165	188
AT2G30580	DRIP2	47	196	66	307	115	107
AT2G30590	WRKY21	179	491	87	361	377	334
AT2G30600	AT2G30600	960.341	3527.513	521.887	2071.288	2023.23	2193.848
AT2G30615	AT2G30615	36.66	94.487	13.112	65.712	72.771	45.152
AT2G30620	AT2G30620	1247	4034	15	75	1869	1900
AT2G30630	AT2G30630	0	7	0	2	2	4
AT2G30640	AT2G30640	21	50	33	128	24	26
AT2G30650	AT2G30650	0	0	0	0	0	1.996
AT2G30660	AT2G30660	1	7	1	1	4	3.004
AT2G30670	AT2G30670	7	0	1	0	0	0
AT2G30680	AT2G30680	0	0	0	0	0	0
AT2G30690	MYOB4	1	8	4	19	3	4
AT2G30695	AT2G30695	381	1029	102	469	437	471
AT2G30700	AT2G30700	249	905	469	2014	440	450
AT2G30710	AT2G30710	169	562	20	97	277	311
AT2G30720	AT2G30720	129	526	57	195	246	239
AT2G30730	AT2G30730	1	0	0	0	0	0
AT2G30740	PTI12	152	592	177	712	198	241
AT2G30750	CYP71A12	31	237	47	139	130	122
AT2G30760	AT2G30760	0	0	0	0	0	0
AT2G30766	AT2G30766	49	95	11	37	9	13
AT2G30770	CYP71A13	20	98	35	139	31	45
AT2G30780	AT2G30780	86	305	97	372	169	195
AT2G30790	PSBP2	94	279	106	435	139	153
AT2G30800	HVT1	155	650	194	718	361	352
AT2G30810	GASA12	0	0	0	0	0	0
AT2G30820	AT2G30820	20.137	54.689	2	8	37.233	51
AT2G30830	AT2G30830	3.863	3.311	0	0	4.767	0
AT2G30840	AT2G30840	7	23	1	2	11	16
AT2G30850	AT2G30850	0	0	0	0	0	0
AT2G30860	GSTF9	11000	38259	1050	4332	13069	14161
AT2G30870	GSTF10	2871	8685	412	1907	2665	2945
AT2G30880	AT2G30880	187	675	46	228	271	319
AT2G30890	AT2G30890	35.187	106.209	6.924	56.226	76.474	61.733
AT2G30900	TBL43	3.813	5.791	1.076	13.774	6.526	3.267
AT2G30910	ARPC1A	107.362	391.671	54.596	273.543	137.739	210.136
AT2G30920	COQ3	92	309	78	294	143	142
AT2G30925	AT2G30925	0	0	0	0	0	0
AT2G30930	AT2G30930	307	1041	51	198	313	359
AT2G30933	AT2G30933	5	12	5	4	7	10
AT2G30940	AT2G30940	0	1	0	0	0	0
AT2G30942	AT2G30942	6	52	1	2	24	20
AT2G30945	AT2G30945	34.606	65.811	15	45.435	30.249	21.437
AT2G30950	FTSH2	7336	36334	11261	45872	14075	14812
AT2G30960	AT2G30960	31	153	128	568	73	72
AT2G30970	ASP1	639	2153	903	3740	1013	1083
AT2G30980	ASK6	532	2099	349	1428	1019	1111
AT2G30984	AT2G30984	1	2	0	3	0	1
AT2G30985	AT2G30985	0	0	0	0	0	0
AT2G30990	AT2G30990	300	948	331	1363	471	463
AT2G31005	AT2G31005	0	0	0	0	0	0
AT2G31010	AT2G31010	105	357	30	159	292	296
AT2G31018	AT2G31018	0	0	0	0	0	0
AT2G31020	ORP1A	17	84	2	6	22	30
AT2G31030	ORP1B	0	0	0	0	0	0
AT2G31035	AT2G31035	0	2	0	0	0	0
AT2G31040	AT2G31040	1312	6473	456	2080	1893	2033
AT2G31050	AT2G31050	0	0	0	0	0	0
AT2G31060	AT2G31060	217	743	323	1436	473	481
AT2G31070	TCP10	281	1411	71	254	586	522
AT2G31080	AT2G31080	0	0	0	2	0	0
AT2G31081	CLE4	0	0	0	0	0	0
AT2G31082	CLE7	0	0	0	0	0	0
AT2G31083	CLE5	0	0	0	0	0	0
AT2G31085	CLE6	1	0	0	0	1	0
AT2G31090	AT2G31090	95	241	22	69	127	128
AT2G31100	AT2G31100	0	2	1	5	1	1
AT2G31110	TBL40	42	227	30	102	102	107
AT2G31130	AT2G31130	67	206	38	162	115	104
AT2G31140	AT2G31140	233	597	257	1073	234	289
